Order_ID,Order_Date,Category,Sub_Category,Region,City,Quantity,Discount,Sales,Profit
ORD-0597,2025-12-16,Furniture,Chairs,West,Pune,7,0.3,1666.42,57.93
ORD-0598,2025-10-01,Furniture,Bookcases,North,Chandigarh,3,0.1,1165.95,143.51
ORD-0599,2025-04-05,Office Supplies,Binders,North,Jaipur,4,0.05,372.41,73.91
ORD-0600,2025-01-25,Furniture,Furnishings,East,Bhubaneswar,7,0.0,1499.29,123.66
ORD-0601,2025-08-12,Technology,Accessories,South,Chennai,3,0.2,1871.13,279.42
ORD-0602,2025-11-26,Office Supplies,Paper,South,Hyderabad,7,0.05,1408.98,107.25
ORD-0603,2025-09-23,Furniture,Bookcases,East,Patna,3,0.2,859.79,147.81
ORD-0604,2025-12-06,Office Supplies,Labels,East,Bhubaneswar,4,0.1,385.82,21.43
ORD-0605,2025-07-14,Technology,Accessories,West,Mumbai,9,0.0,4825.32,1138.69
ORD-0606,2025-04-23,Office Supplies,Binders,North,Chandigarh,5,0.15,614.46,21.66
ORD-0607,2025-11-02,Office Supplies,Binders,West,Mumbai,9,0.0,460.99,41.51
ORD-0608,2025-01-18,Office Supplies,Paper,East,Kolkata,2,0.1,250.05,11.43
ORD-0609,2025-06-09,Office Supplies,Storage,West,Ahmedabad,9,0.0,943.42,79.04
ORD-0610,2025-01-06,Office Supplies,Labels,East,Bhubaneswar,8,0.3,938.43,54.78
ORD-0611,2025-12-04,Technology,Printers,South,Bengaluru,2,0.15,605.58,24.14
ORD-0612,2025-05-27,Technology,Phones,East,Patna,3,0.2,1449.91,183.91
ORD-0613,2025-07-12,Office Supplies,Paper,West,Mumbai,3,0.3,445.26,3.61
ORD-0614,2025-10-16,Office Supplies,Labels,West,Ahmedabad,3,0.15,542.01,89.0
ORD-0615,2025-04-09,Office Supplies,Paper,North,Chandigarh,2,0.3,193.75,8.42
ORD-0616,2025-06-22,Furniture,Tables,South,Chennai,8,0.15,4145.25,628.54
ORD-0617,2025-03-06,Furniture,Tables,West,Mumbai,6,0.1,2661.9,436.88
ORD-0618,2025-12-09,Furniture,Chairs,East,Bhubaneswar,1,0.2,177.28,15.99
ORD-0619,2025-03-29,Furniture,Chairs,West,Pune,3,0.05,730.93,51.07
ORD-0620,2025-04-19,Office Supplies,Storage,North,Delhi,9,0.2,1350.69,182.28
ORD-0621,2025-05-28,Furniture,Chairs,North,Jaipur,5,0.05,1012.6,64.4
ORD-0622,2025-03-16,Furniture,Chairs,North,Chandigarh,2,0.1,719.23,53.69
ORD-0623,2025-08-29,Furniture,Furnishings,East,Bhubaneswar,4,0.3,1443.36,121.47
ORD-0624,2025-12-11,Technology,Phones,West,Pune,2,0.2,109.09,16.12
ORD-0625,2025-11-25,Furniture,Furnishings,South,Chennai,1,0.15,200.86,32.52
ORD-0626,2025-05-14,Furniture,Chairs,North,Delhi,5,0.05,1244.92,92.07
ORD-0627,2025-01-10,Office Supplies,Storage,East,Patna,9,0.15,817.03,72.52
ORD-0628,2025-04-19,Furniture,Furnishings,East,Kolkata,9,0.05,1832.37,405.08
ORD-0629,2025-09-04,Technology,Accessories,North,Delhi,5,0.05,3748.84,754.39
ORD-0630,2025-04-05,Technology,Phones,South,Hyderabad,9,0.1,5118.9,273.18
ORD-0631,2025-09-24,Technology,Phones,South,Hyderabad,3,0.2,1164.4,58.97
ORD-0632,2025-09-03,Office Supplies,Labels,East,Bhubaneswar,8,0.15,502.06,31.7
ORD-0633,2025-06-06,Office Supplies,Storage,North,Jaipur,3,0.0,303.94,33.74
ORD-0634,2025-03-11,Office Supplies,Binders,East,Bhubaneswar,3,0.05,246.18,21.55
ORD-0635,2025-08-02,Technology,Printers,West,Mumbai,3,0.0,1738.14,248.45
ORD-0636,2025-09-27,Office Supplies,Storage,East,Patna,1,0.1,121.92,25.31
ORD-0637,2025-05-24,Furniture,Bookcases,North,Delhi,6,0.15,1616.03,209.27
ORD-0638,2025-01-07,Furniture,Chairs,East,Kolkata,2,0.15,504.65,26.46
ORD-0639,2025-05-06,Office Supplies,Storage,South,Hyderabad,9,0.1,1137.84,149.96
ORD-0640,2025-03-16,Technology,Laptops,West,Ahmedabad,6,0.2,2318.99,77.32
ORD-0641,2025-08-10,Office Supplies,Paper,South,Chennai,8,0.3,828.11,100.16
ORD-0642,2025-07-19,Technology,Phones,North,Jaipur,8,0.3,4472.07,80.02
ORD-0643,2025-10-10,Office Supplies,Binders,North,Jaipur,1,0.15,170.05,10.3
ORD-0644,2025-06-27,Office Supplies,Binders,North,Delhi,4,0.2,465.94,45.14
ORD-0645,2025-02-17,Furniture,Bookcases,West,Mumbai,3,0.15,713.18,76.45
ORD-0646,2025-09-30,Office Supplies,Paper,East,Patna,8,0.15,1065.74,49.71
ORD-0647,2025-03-20,Furniture,Tables,South,Chennai,6,0.1,2373.06,360.79
ORD-0648,2025-09-13,Office Supplies,Binders,West,Mumbai,4,0.0,416.68,49.03
ORD-0649,2025-12-15,Technology,Accessories,West,Pune,2,0.2,855.37,69.03
ORD-0650,2025-07-28,Technology,Accessories,South,Bengaluru,5,0.3,1258.2,154.46
ORD-0651,2025-09-02,Furniture,Furnishings,North,Delhi,6,0.05,2121.44,375.5
ORD-0652,2025-05-10,Technology,Printers,South,Chennai,4,0.2,1494.58,182.84
ORD-0653,2025-11-21,Office Supplies,Paper,East,Kolkata,5,0.0,552.05,97.73
ORD-0654,2025-09-22,Furniture,Tables,North,Chandigarh,4,0.3,1460.32,172.99
ORD-0655,2025-09-08,Office Supplies,Storage,North,Chandigarh,1,0.0,133.51,26.69
ORD-0656,2025-06-20,Technology,Phones,South,Chennai,1,0.15,476.47,32.1
ORD-0657,2025-10-17,Office Supplies,Labels,South,Bengaluru,7,0.0,592.65,86.89
ORD-0658,2025-06-20,Office Supplies,Paper,North,Delhi,7,0.2,1114.52,107.56
ORD-0659,2025-10-13,Office Supplies,Storage,South,Chennai,2,0.05,263.3,60.63
ORD-0660,2025-03-09,Office Supplies,Binders,South,Hyderabad,1,0.15,119.06,20.74
ORD-0661,2025-09-08,Technology,Laptops,South,Hyderabad,3,0.1,1404.62,165.45
ORD-0662,2025-10-13,Technology,Printers,East,Bhubaneswar,6,0.1,1645.0,327.19
ORD-0663,2025-01-31,Furniture,Chairs,South,Bengaluru,2,0.3,378.17,33.88
ORD-0664,2025-02-25,Office Supplies,Labels,South,Chennai,7,0.1,528.8,53.13
ORD-0665,2025-11-04,Technology,Laptops,North,Delhi,5,0.1,1616.28,203.67
ORD-0666,2025-03-02,Office Supplies,Labels,West,Ahmedabad,6,0.05,741.44,110.85
ORD-0667,2025-09-30,Office Supplies,Binders,West,Ahmedabad,9,0.05,1112.94,140.9
ORD-0668,2025-04-06,Furniture,Tables,West,Ahmedabad,3,0.05,1684.18,153.24
ORD-0669,2025-05-30,Technology,Phones,West,Pune,9,0.2,2641.2,206.69
ORD-0670,2025-10-06,Office Supplies,Binders,North,Delhi,7,0.05,963.54,94.6
ORD-0671,2025-02-05,Technology,Accessories,South,Hyderabad,7,0.2,3764.43,359.98
ORD-0672,2025-04-29,Office Supplies,Labels,East,Bhubaneswar,3,0.1,343.1,26.64
ORD-0673,2025-03-12,Technology,Phones,North,Jaipur,3,0.1,1604.89,91.06
ORD-0674,2025-04-13,Technology,Laptops,West,Pune,7,0.05,4136.22,677.92
ORD-0675,2025-04-07,Office Supplies,Binders,West,Mumbai,3,0.15,261.56,33.91
ORD-0676,2025-10-11,Office Supplies,Storage,South,Chennai,1,0.3,76.95,4.24
ORD-0677,2025-07-18,Furniture,Bookcases,West,Pune,9,0.05,1651.09,306.77
ORD-0678,2025-12-10,Furniture,Chairs,South,Hyderabad,8,0.3,3363.53,86.3
ORD-0679,2025-12-18,Technology,Phones,North,Chandigarh,9,0.15,5071.58,937.89
ORD-0680,2025-07-22,Technology,Printers,South,Bengaluru,5,0.2,1787.63,152.74
ORD-0681,2025-10-01,Technology,Laptops,North,Delhi,4,0.0,1644.87,380.52
ORD-0682,2025-02-16,Technology,Printers,South,Chennai,9,0.2,4894.41,262.83
ORD-0683,2025-12-12,Furniture,Chairs,East,Patna,4,0.3,2020.39,279.75
ORD-0684,2025-10-25,Furniture,Chairs,East,Bhubaneswar,3,0.0,859.45,112.48
ORD-0685,2025-12-29,Furniture,Furnishings,East,Patna,1,0.15,258.73,41.92
ORD-0686,2025-11-06,Furniture,Tables,South,Hyderabad,1,0.0,405.17,33.79
ORD-0687,2025-12-14,Technology,Printers,South,Hyderabad,6,0.0,1626.98,190.77
ORD-0688,2025-01-26,Technology,Laptops,East,Kolkata,9,0.2,4741.61,354.11
ORD-0689,2025-01-02,Technology,Printers,North,Chandigarh,1,0.2,459.41,52.88
ORD-0690,2025-10-31,Office Supplies,Labels,South,Hyderabad,4,0.05,639.52,42.37
ORD-0691,2025-09-11,Furniture,Chairs,East,Kolkata,2,0.1,699.53,90.03
ORD-0692,2025-09-29,Office Supplies,Labels,West,Pune,3,0.05,269.2,59.69
ORD-0693,2025-01-18,Furniture,Chairs,West,Pune,4,0.1,1359.24,105.47
ORD-0694,2025-02-22,Furniture,Bookcases,South,Chennai,5,0.1,2145.87,344.77
ORD-0695,2025-01-23,Technology,Accessories,South,Hyderabad,5,0.2,3969.98,233.04
ORD-0696,2025-09-24,Furniture,Furnishings,North,Delhi,6,0.05,2159.42,379.79
ORD-0697,2025-09-23,Furniture,Tables,East,Bhubaneswar,6,0.0,735.64,161.6
ORD-0698,2025-09-14,Technology,Accessories,South,Chennai,7,0.15,3363.14,192.31
ORD-0699,2025-05-12,Office Supplies,Paper,South,Hyderabad,2,0.0,269.88,54.68
ORD-0700,2025-05-20,Technology,Phones,East,Patna,9,0.05,4321.56,658.48
ORD-0701,2025-07-31,Technology,Phones,West,Pune,8,0.2,2900.68,353.63
ORD-0702,2025-08-24,Furniture,Chairs,South,Hyderabad,2,0.3,879.47,117.49
ORD-0703,2025-10-21,Office Supplies,Storage,North,Delhi,6,0.05,616.21,134.94
ORD-0704,2025-10-21,Technology,Phones,East,Bhubaneswar,8,0.1,4622.32,275.11
ORD-0705,2025-02-26,Office Supplies,Labels,South,Hyderabad,7,0.15,140.0,6.38
ORD-0706,2025-03-15,Office Supplies,Labels,South,Chennai,9,0.15,841.9,77.25
ORD-0707,2025-08-14,Office Supplies,Paper,East,Patna,9,0.05,1525.11,121.39
ORD-0708,2025-09-03,Furniture,Furnishings,East,Patna,2,0.3,555.36,19.18
ORD-0709,2025-12-09,Furniture,Tables,West,Mumbai,4,0.2,1496.96,193.33
ORD-0710,2025-12-16,Technology,Accessories,South,Hyderabad,3,0.05,2648.73,506.76
ORD-0711,2025-11-05,Technology,Phones,West,Pune,9,0.2,5288.37,200.86
ORD-0712,2025-03-31,Technology,Accessories,North,Jaipur,8,0.1,3561.69,222.26
ORD-0713,2025-03-18,Office Supplies,Binders,East,Bhubaneswar,5,0.2,445.01,34.26
ORD-0714,2025-09-11,Office Supplies,Labels,West,Ahmedabad,9,0.2,1148.51,116.4
ORD-0715,2025-06-30,Technology,Printers,North,Delhi,2,0.15,873.8,124.51
ORD-0716,2025-07-17,Technology,Printers,West,Mumbai,1,0.15,640.85,42.22
ORD-0717,2025-12-07,Furniture,Chairs,East,Kolkata,1,0.2,269.55,47.87
ORD-0718,2025-10-27,Office Supplies,Storage,North,Chandigarh,5,0.0,524.06,49.65
ORD-0719,2025-10-11,Furniture,Tables,West,Pune,8,0.2,2205.27,275.71
ORD-0720,2025-02-02,Furniture,Tables,South,Hyderabad,7,0.0,1125.24,236.42
ORD-0721,2025-05-23,Office Supplies,Binders,East,Kolkata,6,0.3,502.52,11.59
ORD-0722,2025-12-02,Technology,Printers,East,Bhubaneswar,8,0.15,1555.1,300.95
ORD-0723,2025-01-09,Furniture,Furnishings,North,Jaipur,5,0.0,1144.97,207.03
ORD-0724,2025-07-26,Furniture,Bookcases,North,Chandigarh,4,0.2,740.37,43.81
ORD-0725,2025-09-08,Furniture,Furnishings,South,Hyderabad,8,0.05,3204.54,525.95
ORD-0726,2025-02-28,Office Supplies,Binders,West,Mumbai,9,0.15,1158.47,131.24
ORD-0727,2025-08-27,Technology,Printers,West,Ahmedabad,8,0.0,3789.28,765.19
ORD-0728,2025-01-27,Furniture,Bookcases,North,Jaipur,4,0.3,375.78,15.27
ORD-0729,2025-04-24,Office Supplies,Binders,North,Chandigarh,9,0.05,1316.31,267.21
ORD-0730,2025-05-25,Furniture,Bookcases,East,Kolkata,2,0.2,679.64,105.91
ORD-0731,2025-12-22,Technology,Laptops,South,Bengaluru,4,0.0,1703.73,184.43
ORD-0732,2025-02-24,Technology,Laptops,South,Hyderabad,9,0.2,6187.94,117.09
ORD-0733,2025-05-08,Furniture,Tables,South,Chennai,3,0.0,564.17,72.16
ORD-0734,2025-05-25,Technology,Phones,North,Delhi,5,0.05,2298.2,196.16
ORD-0735,2025-06-20,Furniture,Chairs,West,Pune,3,0.2,1024.68,148.21
ORD-0736,2025-09-19,Office Supplies,Labels,South,Chennai,9,0.0,1179.62,251.83
ORD-0737,2025-07-01,Furniture,Furnishings,East,Bhubaneswar,9,0.2,1143.71,171.58
ORD-0738,2025-10-04,Office Supplies,Paper,East,Bhubaneswar,3,0.0,436.18,68.08
ORD-0739,2025-02-24,Office Supplies,Paper,South,Hyderabad,4,0.2,382.43,34.53
ORD-0740,2025-03-28,Office Supplies,Binders,East,Kolkata,9,0.0,982.45,183.02
ORD-0741,2025-07-10,Office Supplies,Labels,East,Bhubaneswar,4,0.1,803.97,136.38
ORD-0742,2025-03-22,Office Supplies,Paper,South,Chennai,7,0.15,942.77,41.47
ORD-0743,2025-07-23,Technology,Phones,North,Chandigarh,4,0.1,934.76,58.55
ORD-0744,2025-09-25,Technology,Laptops,North,Jaipur,2,0.0,1063.77,239.15
ORD-0745,2025-12-01,Office Supplies,Storage,North,Delhi,9,0.2,1047.94,102.02
ORD-0746,2025-08-01,Office Supplies,Paper,West,Mumbai,1,0.2,183.42,17.57
ORD-0747,2025-04-13,Technology,Accessories,West,Pune,6,0.1,3165.87,522.95
ORD-0748,2025-03-13,Office Supplies,Paper,North,Chandigarh,6,0.3,705.51,61.52
ORD-0749,2025-07-20,Furniture,Furnishings,South,Chennai,8,0.15,1769.7,300.61
ORD-0750,2025-08-23,Technology,Printers,West,Pune,6,0.15,1522.28,101.47
ORD-0751,2025-01-01,Technology,Accessories,West,Mumbai,7,0.2,3042.91,398.31
ORD-0752,2025-05-26,Technology,Printers,West,Ahmedabad,2,0.05,271.85,41.14
ORD-0753,2025-11-14,Furniture,Chairs,West,Ahmedabad,9,0.05,3418.13,250.88
ORD-0754,2025-02-13,Furniture,Tables,East,Bhubaneswar,6,0.05,2763.46,368.8
ORD-0755,2025-03-15,Technology,Accessories,South,Bengaluru,3,0.05,1920.12,161.02
ORD-0756,2025-07-30,Technology,Phones,West,Pune,5,0.05,1047.36,66.78
ORD-0757,2025-01-04,Furniture,Chairs,West,Pune,8,0.15,1444.77,145.89
ORD-0758,2025-06-04,Technology,Laptops,South,Hyderabad,6,0.0,1856.28,206.21
ORD-0759,2025-09-06,Technology,Phones,North,Chandigarh,4,0.1,1410.6,247.22
ORD-0760,2025-08-04,Technology,Accessories,East,Patna,5,0.15,1838.09,316.71
ORD-0761,2025-09-25,Technology,Phones,North,Delhi,8,0.3,740.59,53.03
ORD-0762,2025-08-06,Technology,Accessories,West,Mumbai,7,0.2,2130.96,227.55
ORD-0763,2025-03-16,Furniture,Tables,East,Patna,7,0.15,2398.2,197.56
ORD-0764,2025-02-08,Technology,Phones,West,Ahmedabad,1,0.2,419.73,66.11
ORD-0765,2025-06-15,Office Supplies,Storage,South,Bengaluru,2,0.15,261.47,8.91
ORD-0766,2025-10-05,Furniture,Chairs,West,Mumbai,2,0.2,767.13,12.15
ORD-0767,2025-08-31,Furniture,Chairs,North,Chandigarh,2,0.3,540.99,-0.14
ORD-0768,2025-11-11,Office Supplies,Binders,North,Delhi,5,0.15,558.41,97.76
ORD-0769,2025-12-16,Office Supplies,Labels,North,Jaipur,7,0.3,720.56,29.35
ORD-0770,2025-02-17,Office Supplies,Paper,East,Bhubaneswar,3,0.0,282.28,67.32
ORD-0771,2025-09-17,Office Supplies,Binders,East,Patna,3,0.1,419.04,20.61
ORD-0772,2025-02-08,Office Supplies,Storage,North,Delhi,6,0.3,1051.77,-22.42
ORD-0773,2025-07-12,Technology,Accessories,South,Chennai,3,0.0,568.68,133.65
ORD-0774,2025-07-29,Furniture,Bookcases,East,Patna,5,0.0,1638.92,250.05
ORD-0775,2025-04-24,Furniture,Chairs,East,Bhubaneswar,4,0.3,886.24,115.53
ORD-0776,2025-07-08,Office Supplies,Paper,South,Bengaluru,5,0.2,609.15,78.53
ORD-0777,2025-09-11,Technology,Laptops,West,Mumbai,1,0.05,449.27,79.31
ORD-0778,2025-12-24,Office Supplies,Binders,South,Chennai,9,0.1,1220.17,127.91
ORD-0779,2025-01-21,Furniture,Bookcases,West,Pune,8,0.0,2221.5,376.76
ORD-0780,2025-10-12,Furniture,Tables,South,Bengaluru,6,0.15,2542.74,151.29
ORD-0781,2025-08-20,Technology,Laptops,East,Patna,6,0.3,2790.47,403.82
ORD-0782,2025-08-04,Furniture,Chairs,East,Patna,3,0.0,713.1,132.89
ORD-0783,2025-02-11,Furniture,Bookcases,North,Delhi,7,0.05,1277.33,108.03
ORD-0784,2025-03-28,Office Supplies,Paper,East,Kolkata,4,0.0,644.74,63.16
ORD-0785,2025-02-22,Office Supplies,Paper,South,Bengaluru,2,0.05,257.38,18.55
ORD-0786,2025-07-28,Office Supplies,Storage,West,Mumbai,1,0.2,96.75,1.52
ORD-0787,2025-11-07,Furniture,Bookcases,East,Bhubaneswar,8,0.05,2371.5,343.17
ORD-0788,2025-08-31,Technology,Laptops,East,Patna,6,0.0,1192.96,166.58
ORD-0789,2025-11-21,Office Supplies,Binders,East,Patna,3,0.0,150.17,34.88
ORD-0790,2025-05-12,Technology,Accessories,South,Hyderabad,4,0.05,1616.34,288.96
ORD-0791,2025-04-22,Technology,Phones,North,Jaipur,6,0.05,3488.6,522.43
ORD-0792,2025-04-19,Technology,Accessories,South,Chennai,4,0.2,641.72,17.07
ORD-0793,2025-06-18,Technology,Printers,West,Mumbai,2,0.15,1521.44,204.46
ORD-0794,2025-09-30,Technology,Laptops,South,Hyderabad,3,0.0,1546.17,235.35
ORD-0795,2025-02-28,Technology,Laptops,West,Pune,1,0.1,566.94,47.06
ORD-0796,2025-09-27,Office Supplies,Binders,West,Mumbai,7,0.15,652.55,52.38
ORD-0797,2025-06-20,Office Supplies,Binders,West,Pune,1,0.05,99.88,10.79
ORD-0798,2025-05-23,Office Supplies,Paper,South,Bengaluru,6,0.05,1297.89,87.32
ORD-0799,2025-06-21,Furniture,Tables,South,Hyderabad,7,0.1,2613.93,503.58
ORD-0800,2025-07-29,Technology,Laptops,North,Chandigarh,4,0.05,1033.5,65.83
ORD-0801,2025-12-19,Office Supplies,Paper,West,Ahmedabad,4,0.15,481.0,64.76
ORD-0802,2025-02-01,Office Supplies,Paper,North,Chandigarh,1,0.3,156.06,9.94
ORD-0803,2025-07-04,Technology,Phones,East,Bhubaneswar,9,0.2,2381.66,390.68
ORD-0804,2025-09-03,Technology,Accessories,North,Chandigarh,9,0.15,6630.62,318.03
ORD-0805,2025-11-29,Furniture,Tables,West,Pune,5,0.1,2432.45,258.66
ORD-0806,2025-02-24,Office Supplies,Binders,East,Patna,3,0.2,301.94,4.79
ORD-0807,2025-10-26,Furniture,Furnishings,North,Chandigarh,1,0.05,277.32,29.06
ORD-0808,2025-02-13,Office Supplies,Binders,North,Chandigarh,6,0.2,956.24,48.0
ORD-0809,2025-09-21,Technology,Accessories,North,Chandigarh,2,0.1,1354.21,62.92
ORD-0810,2025-03-24,Technology,Laptops,East,Bhubaneswar,2,0.05,738.6,140.4
ORD-0811,2025-04-07,Office Supplies,Paper,East,Kolkata,7,0.2,500.4,42.45
ORD-0812,2025-01-22,Technology,Phones,South,Hyderabad,1,0.1,383.87,46.52
ORD-0813,2025-10-09,Furniture,Tables,North,Chandigarh,7,0.0,140.0,24.67
ORD-0814,2025-04-16,Office Supplies,Binders,South,Bengaluru,8,0.05,1083.14,175.64
ORD-0815,2025-07-05,Furniture,Tables,North,Jaipur,6,0.05,1711.68,262.09
ORD-0816,2025-04-14,Furniture,Tables,East,Patna,2,0.0,865.39,160.88
ORD-0817,2025-01-09,Furniture,Chairs,East,Patna,4,0.1,1501.74,305.67
ORD-0818,2025-04-30,Technology,Accessories,East,Bhubaneswar,6,0.0,2550.93,514.1
ORD-0819,2025-11-19,Furniture,Chairs,West,Mumbai,9,0.1,3580.05,164.07
ORD-0820,2025-05-10,Furniture,Furnishings,North,Delhi,5,0.2,1884.25,149.18
ORD-0821,2025-11-10,Technology,Laptops,West,Ahmedabad,3,0.05,1157.64,254.4
ORD-0822,2025-09-15,Furniture,Chairs,West,Ahmedabad,8,0.05,2500.9,445.52
ORD-0823,2025-11-30,Office Supplies,Binders,North,Jaipur,9,0.3,1378.16,145.88
ORD-0824,2025-07-17,Office Supplies,Paper,East,Bhubaneswar,7,0.15,917.35,100.69
ORD-0825,2025-09-01,Office Supplies,Storage,East,Bhubaneswar,3,0.3,421.75,47.18
ORD-0826,2025-03-10,Office Supplies,Paper,North,Jaipur,3,0.1,429.0,30.24
ORD-0827,2025-06-23,Furniture,Chairs,East,Bhubaneswar,5,0.1,1514.15,104.96
ORD-0828,2025-01-02,Technology,Phones,East,Patna,7,0.2,3543.55,531.01
ORD-0829,2025-01-20,Technology,Phones,North,Delhi,6,0.0,1931.83,405.83
ORD-0830,2025-01-01,Furniture,Chairs,East,Kolkata,3,0.2,1014.43,160.59
ORD-0831,2025-10-18,Furniture,Chairs,North,Jaipur,5,0.0,675.32,146.29
ORD-0832,2025-03-10,Office Supplies,Paper,West,Ahmedabad,8,0.3,1151.75,140.86
ORD-0833,2025-11-28,Furniture,Furnishings,West,Pune,7,0.15,2006.16,99.13
ORD-0834,2025-07-07,Office Supplies,Labels,South,Hyderabad,2,0.15,246.74,10.84
ORD-0835,2025-10-07,Technology,Printers,North,Chandigarh,2,0.1,586.76,42.45
ORD-0836,2025-03-20,Office Supplies,Storage,North,Chandigarh,1,0.0,130.48,28.51
ORD-0837,2025-07-05,Office Supplies,Paper,East,Kolkata,4,0.2,704.49,103.51
ORD-0838,2025-03-14,Technology,Phones,East,Bhubaneswar,1,0.2,509.83,68.03
ORD-0839,2025-02-03,Office Supplies,Binders,East,Kolkata,4,0.2,544.3,15.28
ORD-0840,2025-03-21,Office Supplies,Paper,North,Chandigarh,7,0.1,853.51,117.36
ORD-0841,2025-01-21,Furniture,Furnishings,East,Kolkata,2,0.0,347.04,57.12
ORD-0842,2025-04-02,Technology,Phones,South,Hyderabad,5,0.2,1517.91,76.48
ORD-0843,2025-09-14,Furniture,Bookcases,North,Jaipur,5,0.2,1846.21,286.04
ORD-0844,2025-09-12,Technology,Laptops,East,Bhubaneswar,8,0.1,2587.02,514.83
ORD-0845,2025-01-24,Technology,Phones,South,Bengaluru,6,0.15,1868.87,224.49
ORD-0846,2025-11-16,Technology,Laptops,North,Jaipur,8,0.15,5057.71,765.58
ORD-0847,2025-08-23,Furniture,Tables,North,Jaipur,1,0.1,305.31,21.59
ORD-0848,2025-01-29,Technology,Phones,North,Jaipur,2,0.1,1369.29,79.65
ORD-0849,2025-11-02,Technology,Accessories,West,Pune,6,0.1,3802.22,475.75
ORD-0850,2025-08-17,Office Supplies,Labels,North,Jaipur,2,0.3,284.6,17.67
ORD-0851,2025-07-10,Furniture,Bookcases,North,Jaipur,3,0.1,1174.29,185.73
ORD-0852,2025-05-31,Furniture,Furnishings,West,Pune,5,0.15,1998.13,75.9
ORD-0853,2025-04-11,Furniture,Chairs,East,Patna,5,0.1,1219.52,87.95
ORD-0854,2025-11-18,Office Supplies,Binders,East,Kolkata,2,0.2,252.68,11.55
ORD-0855,2025-11-22,Technology,Printers,South,Bengaluru,3,0.2,1245.05,33.82
ORD-0856,2025-07-22,Technology,Printers,East,Patna,6,0.3,2345.95,-2.32
ORD-0857,2025-06-05,Office Supplies,Labels,North,Jaipur,8,0.05,700.68,105.94
ORD-0858,2025-10-11,Technology,Printers,North,Chandigarh,2,0.3,1407.0,61.04
ORD-0859,2025-11-05,Technology,Laptops,South,Hyderabad,8,0.05,3223.25,284.42
ORD-0860,2025-07-09,Office Supplies,Storage,West,Ahmedabad,7,0.15,690.3,24.53
ORD-0861,2025-12-30,Technology,Laptops,West,Pune,9,0.1,5222.44,679.95
ORD-0862,2025-08-28,Furniture,Tables,West,Ahmedabad,8,0.1,2532.7,282.19
ORD-0863,2025-12-28,Office Supplies,Storage,South,Bengaluru,3,0.05,469.02,42.8
ORD-0864,2025-04-18,Technology,Phones,West,Pune,9,0.1,5198.11,1022.04
ORD-0865,2025-07-10,Technology,Accessories,West,Pune,4,0.2,3151.37,392.12
ORD-0866,2025-10-13,Office Supplies,Labels,South,Chennai,6,0.1,945.46,73.18
ORD-0867,2025-09-19,Furniture,Furnishings,South,Bengaluru,8,0.2,3406.15,352.2
ORD-0868,2025-09-03,Furniture,Bookcases,West,Mumbai,1,0.3,430.7,3.51
ORD-0869,2025-09-14,Office Supplies,Storage,West,Ahmedabad,4,0.2,534.91,14.67
ORD-0870,2025-03-28,Furniture,Tables,South,Hyderabad,3,0.05,462.37,103.7
ORD-0871,2025-11-19,Technology,Printers,South,Hyderabad,7,0.3,2136.23,230.92
ORD-0872,2025-10-29,Furniture,Bookcases,East,Kolkata,6,0.3,2712.97,164.58
ORD-0873,2025-08-24,Technology,Laptops,West,Ahmedabad,1,0.3,443.45,9.23
ORD-0874,2025-07-24,Technology,Printers,North,Delhi,5,0.05,3038.53,524.49
ORD-0875,2025-05-21,Technology,Printers,East,Kolkata,1,0.05,428.96,75.57
ORD-0876,2025-06-26,Technology,Accessories,West,Pune,1,0.0,329.15,66.46
ORD-0877,2025-07-25,Furniture,Bookcases,North,Chandigarh,7,0.3,1931.65,103.0
ORD-0878,2025-06-29,Technology,Printers,East,Kolkata,6,0.1,1753.15,319.04
ORD-0879,2025-11-27,Office Supplies,Storage,South,Hyderabad,8,0.1,1497.04,111.99
ORD-0880,2025-12-28,Technology,Accessories,East,Patna,8,0.0,4524.27,714.36
ORD-0881,2025-06-01,Office Supplies,Storage,East,Kolkata,1,0.05,211.26,34.11
ORD-0882,2025-02-02,Furniture,Bookcases,West,Ahmedabad,4,0.05,1493.32,261.9
ORD-0883,2025-12-13,Technology,Printers,West,Pune,9,0.15,4379.55,634.29
ORD-0884,2025-03-08,Furniture,Bookcases,East,Patna,7,0.2,2762.6,418.93
ORD-0885,2025-10-16,Furniture,Furnishings,North,Jaipur,1,0.15,82.18,14.23
ORD-0886,2025-04-24,Office Supplies,Storage,South,Hyderabad,4,0.0,476.3,91.57
ORD-0887,2025-06-30,Furniture,Furnishings,South,Bengaluru,9,0.15,1956.52,338.71
ORD-0888,2025-06-25,Furniture,Chairs,East,Bhubaneswar,9,0.05,3332.32,659.96
ORD-0889,2025-08-14,Technology,Printers,East,Patna,6,0.2,1859.66,318.16
ORD-0890,2025-09-01,Office Supplies,Labels,South,Bengaluru,6,0.1,768.95,67.56
ORD-0891,2025-05-13,Furniture,Chairs,West,Pune,7,0.1,825.9,129.38
ORD-0892,2025-11-27,Technology,Phones,South,Bengaluru,6,0.0,2909.31,264.2
ORD-0893,2025-04-23,Furniture,Tables,South,Chennai,6,0.3,2194.98,174.77
ORD-0894,2025-04-23,Furniture,Tables,West,Pune,1,0.1,270.91,24.54
ORD-0895,2025-11-14,Office Supplies,Binders,North,Jaipur,1,0.05,149.66,20.78
